genome	secondary_cluster	threshold	cluster_method	comparison_algorithm	primary_cluster	size	BUSCO_lineage	BAT_euk	median_cov	mag	bat_bacteria	role	metagenome
private_T1894_metawrap_bin.12.fa	NA	NA	NA	NA	NA	5040762	NA	NA	16	private_T1894_metawrap_bin.12	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__LMUY01;s__	bacteria_other	T1894
private_T1894_metawrap_bin.1.fa	NA	NA	NA	NA	NA	3561103	NA	NA	33	private_T1894_metawrap_bin.1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Granulicella_C;s__	bacteria_other	T1894
private_T1894_metawrap_bin.3.fa	NA	NA	NA	NA	NA	3934783	NA	NA	50	private_T1894_metawrap_bin.3	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__;s__	bacteria_other	T1894
private_T1894_metawrap_bin.4.fa	NA	NA	NA	NA	NA	4071283	NA	NA	166	private_T1894_metawrap_bin.4	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__VCDI01;s__	bacteria_other	T1894
private_T1894_metawrap_bin.5.fa	NA	NA	NA	NA	NA	3189195	NA	NA	6	private_T1894_metawrap_bin.5	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__CAHJWH01;s__	bacteria_other	T1894
private_T1894_metawrap_bin.6.fa	NA	NA	NA	NA	NA	890559	NA	NA	5	private_T1894_metawrap_bin.6	d__Bacteria;p__Chlamydiota;c__Chlamydiia;o__Hat2;f__;g__;s__	bacteria_other	T1894
private_T1894_metawrap_bin.8.fa	NA	NA	NA	NA	NA	3997555	NA	NA	115	private_T1894_metawrap_bin.8	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAIMSN01;s__	bacteria_other	T1894
private_T1894_metawrap_bin.9.fa	NA	NA	NA	NA	NA	3652841	NA	NA	19	private_T1894_metawrap_bin.9	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__RH-AL1;s__	bacteria_other	T1894
private_T1904_metawrap_bin.1.fa	NA	NA	NA	NA	NA	3718365	NA	NA	356	private_T1904_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAIMSN01;s__	bacteria_other	T1904
private_T1904_metawrap_bin.3.fa	NA	NA	NA	NA	NA	3766946	NA	NA	37	private_T1904_metawrap_bin.3	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__BOG-908;s__	bacteria_other	T1904
private_T1904_metawrap_bin.4.fa	NA	NA	NA	NA	NA	3894435	NA	NA	20	private_T1904_metawrap_bin.4	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__VCDI01;s__	bacteria_other	T1904
private_T1904_metawrap_bin.5.fa	NA	NA	NA	NA	NA	3333391	NA	NA	10	private_T1904_metawrap_bin.5	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Granulicella_C;s__	bacteria_other	T1904
private_T1904_metawrap_bin.7.fa	NA	NA	NA	NA	NA	3528353	NA	NA	7	private_T1904_metawrap_bin.7	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Tous-C9LFEB;s__	bacteria_other	T1904
private_T1914_metawrap_bin.2.fa	NA	NA	NA	NA	NA	3380243	NA	NA	12	private_T1914_metawrap_bin.2	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__	bacteria_other	T1914
private_T1914_metawrap_bin.3.fa	NA	NA	NA	NA	NA	4014850	NA	NA	18	private_T1914_metawrap_bin.3	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAIMSN01;s__	bacteria_other	T1914
private_T1914_metawrap_bin.4.fa	NA	NA	NA	NA	NA	3661427	NA	NA	18	private_T1914_metawrap_bin.4	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Tous-C9LFEB;s__	bacteria_other	T1914
private_T1916_metawrap_bin.12.fa	NA	NA	NA	NA	NA	3543954	NA	NA	18	private_T1916_metawrap_bin.12	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__RH-AL1;s__	bacteria_other	T1916
private_T1916_metawrap_bin.13.fa	NA	NA	NA	NA	NA	4942379	NA	NA	9	private_T1916_metawrap_bin.13	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Lichenihabitans;s__	bacteria_other	T1916
private_T1916_metawrap_bin.15.fa	NA	NA	NA	NA	NA	2301118	NA	NA	7	private_T1916_metawrap_bin.15	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__;s__	bacteria_other	T1916
private_T1916_metawrap_bin.1.fa	NA	NA	NA	NA	NA	4049198	NA	NA	14	private_T1916_metawrap_bin.1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Tous-C9LFEB;s__	bacteria_other	T1916
private_T1916_metawrap_bin.2.fa	NA	NA	NA	NA	NA	4459335	NA	NA	54	private_T1916_metawrap_bin.2	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__CAHJWL01;s__	bacteria_other	T1916
private_T1916_metawrap_bin.3.fa	NA	NA	NA	NA	NA	3780805	NA	NA	10	private_T1916_metawrap_bin.3	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Granulicella_B;s__	bacteria_other	T1916
private_T1916_metawrap_bin.4.fa	NA	NA	NA	NA	NA	3690106	NA	NA	11	private_T1916_metawrap_bin.4	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas_N;s__	bacteria_other	T1916
private_T1916_metawrap_bin.5.fa	NA	NA	NA	NA	NA	3764048	NA	NA	16	private_T1916_metawrap_bin.5	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__RH-AL1;s__	bacteria_other	T1916
private_T1916_metawrap_bin.6.fa	NA	NA	NA	NA	NA	5130386	NA	NA	19	private_T1916_metawrap_bin.6	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Lichenihabitans;s__	bacteria_other	T1916
private_T1916_metawrap_bin.8.fa	NA	NA	NA	NA	NA	2369818	NA	NA	10	private_T1916_metawrap_bin.8	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__CAHJWH01;s__	bacteria_other	T1916
private_T1916_metawrap_bin.9.fa	NA	NA	NA	NA	NA	3105763	NA	NA	10	private_T1916_metawrap_bin.9	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__RH-AL1;s__	bacteria_other	T1916
private_TS1974_metawrap_bin.10.fa	NA	NA	NA	NA	NA	3815809	NA	NA	8	private_TS1974_metawrap_bin.10	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__BOG-908;s__	bacteria_other	TS1974
private_TS1974_metawrap_bin.12.fa	NA	NA	NA	NA	NA	4959039	NA	NA	120	private_TS1974_metawrap_bin.12	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Granulicella_C;s__	bacteria_other	TS1974
private_TS1974_metawrap_bin.1.fa	NA	NA	NA	NA	NA	4529899	NA	NA	15	private_TS1974_metawrap_bin.1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Granulicella_C;s__	bacteria_other	TS1974
private_TS1974_metawrap_bin.2.fa	NA	NA	NA	NA	NA	4512374	NA	NA	11	private_TS1974_metawrap_bin.2	d__Bacteria;p__Armatimonadota;c__Armatimonadia;o__Armatimonadales;f__Capsulimonadaceae;g__;s__	bacteria_other	TS1974
private_TS1974_metawrap_bin.3.fa	NA	NA	NA	NA	NA	4404732	NA	NA	126	private_TS1974_metawrap_bin.3	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__RH-AL1;s__	bacteria_other	TS1974
private_TS1974_metawrap_bin.4.fa	NA	NA	NA	NA	NA	3926443	NA	NA	23	private_TS1974_metawrap_bin.4	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__LMUY01;s__	bacteria_other	TS1974
private_TS1974_metawrap_bin.5.fa	NA	NA	NA	NA	NA	4084529	NA	NA	136	private_TS1974_metawrap_bin.5	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__CAHJWL01;s__	bacteria_other	TS1974
private_TS1974_metawrap_bin.6.fa	NA	NA	NA	NA	NA	5052315	NA	NA	39	private_TS1974_metawrap_bin.6	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__LMUY01;s__	bacteria_other	TS1974
private_TS1974_metawrap_bin.7.fa	NA	NA	NA	NA	NA	4594579	NA	NA	7	private_TS1974_metawrap_bin.7	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Tous-C9LFEB;s__	bacteria_other	TS1974
private_TS1974_metawrap_bin.9.fa	NA	NA	NA	NA	NA	3619124	NA	NA	63	private_TS1974_metawrap_bin.9	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Bryocella;s__	bacteria_other	TS1974
private_VT12_metawrap_bin.1.fa	NA	NA	NA	NA	NA	2326716	NA	NA	9	private_VT12_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAIMSN01;s__	bacteria_other	VT12
private_VT12_metawrap_bin.2.fa	NA	NA	NA	NA	NA	3663071	NA	NA	8	private_VT12_metawrap_bin.2	d__Bacteria;p__Armatimonadota;c__Armatimonadia;o__Armatimonadales;f__Capsulimonadaceae;g__;s__	bacteria_other	VT12
private_VT15_metawrap_bin.1.fa	NA	NA	NA	NA	NA	4645518	NA	NA	10	private_VT15_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__VCDI01;s__	bacteria_other	VT15
private_VT15_metawrap_bin.2.fa	NA	NA	NA	NA	NA	3234868	NA	NA	7	private_VT15_metawrap_bin.2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__LMUY01;s__	bacteria_other	VT15
private_VT16_metawrap_bin.1.fa	NA	NA	NA	NA	NA	3006857	NA	NA	18	private_VT16_metawrap_bin.1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Granulicella_C;s__	bacteria_other	VT16
private_VT16_metawrap_bin.3.fa	NA	NA	NA	NA	NA	2615924	NA	NA	5	private_VT16_metawrap_bin.3	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__CAHJWH01;s__	bacteria_other	VT16
private_VT16_metawrap_bin.4.fa	NA	NA	NA	NA	NA	3990456	NA	NA	25	private_VT16_metawrap_bin.4	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__CAHJWL01;s__	bacteria_other	VT16
private_VT19_metawrap_bin.1.fa	NA	NA	NA	NA	NA	2470205	NA	NA	6	private_VT19_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__;s__	bacteria_other	VT19
private_VT1_metawrap_bin.1.fa	NA	NA	NA	NA	NA	3332438	NA	NA	44	private_VT1_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__LMUY01;s__	bacteria_other	VT1
private_VT1_metawrap_bin.2.fa	NA	NA	NA	NA	NA	4577336	NA	NA	11	private_VT1_metawrap_bin.2	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__CAHJWO01;s__	bacteria_other	VT1
private_VT1_metawrap_bin.3.fa	NA	NA	NA	NA	NA	3878694	NA	NA	21	private_VT1_metawrap_bin.3	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__;s__	bacteria_other	VT1
private_VT22_metawrap_bin.10.fa	NA	NA	NA	NA	NA	4803330	NA	NA	7	private_VT22_metawrap_bin.10	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__LMUY01;s__	bacteria_other	VT22
private_VT22_metawrap_bin.11.fa	NA	NA	NA	NA	NA	4924096	NA	NA	18	private_VT22_metawrap_bin.11	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	bacteria_other	VT22
private_VT22_metawrap_bin.12.fa	NA	NA	NA	NA	NA	5152252	NA	NA	12	private_VT22_metawrap_bin.12	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	bacteria_other	VT22
private_VT22_metawrap_bin.2.fa	NA	NA	NA	NA	NA	4593738	NA	NA	5	private_VT22_metawrap_bin.2	d__Bacteria;p__Armatimonadota;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae;g__;s__	bacteria_other	VT22
private_VT22_metawrap_bin.3.fa	NA	NA	NA	NA	NA	3757409	NA	NA	7	private_VT22_metawrap_bin.3	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__;g__;s__	bacteria_other	VT22
private_VT22_metawrap_bin.4.fa	NA	NA	NA	NA	NA	3619789	NA	NA	25	private_VT22_metawrap_bin.4	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Jatrophihabitantaceae;g__;s__	bacteria_other	VT22
private_VT22_metawrap_bin.5.fa	NA	NA	NA	NA	NA	4487163	NA	NA	6	private_VT22_metawrap_bin.5	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Nakamurellaceae;g__Nakamurella;s__	bacteria_other	VT22
private_VT22_metawrap_bin.6.fa	NA	NA	NA	NA	NA	4088433	NA	NA	23	private_VT22_metawrap_bin.6	d__Bacteria;p__Armatimonadota;c__Armatimonadia;o__Armatimonadales;f__Capsulimonadaceae;g__;s__	bacteria_other	VT22
private_VT22_metawrap_bin.7.fa	NA	NA	NA	NA	NA	4221961	NA	NA	9	private_VT22_metawrap_bin.7	d__Bacteria;p__Armatimonadota;c__Armatimonadia;o__Armatimonadales;f__Capsulimonadaceae;g__;s__	bacteria_other	VT22
private_VT22_metawrap_bin.8.fa	NA	NA	NA	NA	NA	3814926	NA	NA	7	private_VT22_metawrap_bin.8	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__	bacteria_other	VT22
private_VT22_metawrap_bin.9.fa	NA	NA	NA	NA	NA	3486971	NA	NA	9	private_VT22_metawrap_bin.9	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__HMF7410;s__	bacteria_other	VT22
private_VT26_metawrap_bin.1.fa	NA	NA	NA	NA	NA	4402426	NA	NA	20	private_VT26_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__RH-AL1;s__	bacteria_other	VT26
private_VT26_metawrap_bin.2.fa	NA	NA	NA	NA	NA	3811139	NA	NA	10	private_VT26_metawrap_bin.2	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Bryocella;s__	bacteria_other	VT26
private_VT2_metawrap_bin.1.fa	NA	NA	NA	NA	NA	3226238	NA	NA	11	private_VT2_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__;s__	bacteria_other	VT2
private_VT2_metawrap_bin.3.fa	NA	NA	NA	NA	NA	3554018	NA	NA	9	private_VT2_metawrap_bin.3	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__CAHJWL01;s__	bacteria_other	VT2
private_VT2_metawrap_bin.4.fa	NA	NA	NA	NA	NA	2176048	NA	NA	6	private_VT2_metawrap_bin.4	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__RH-AL1;s__	bacteria_other	VT2
private_VT2_metawrap_bin.5.fa	NA	NA	NA	NA	NA	2519845	NA	NA	20	private_VT2_metawrap_bin.5	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__	bacteria_other	VT2
private_VT2_metawrap_bin.6.fa	NA	NA	NA	NA	NA	4094902	NA	NA	7	private_VT2_metawrap_bin.6	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__LMUY01;s__	bacteria_other	VT2
private_VT34_metawrap_bin.1.fa	NA	NA	NA	NA	NA	3671683	NA	NA	6	private_VT34_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__	bacteria_other	VT34
private_VT34_metawrap_bin.2.fa	NA	NA	NA	NA	NA	3074460	NA	NA	24	private_VT34_metawrap_bin.2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__	bacteria_other	VT34
private_VT34_metawrap_bin.3.fa	NA	NA	NA	NA	NA	5049737	NA	NA	64	private_VT34_metawrap_bin.3	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	bacteria_other	VT34
private_VT34_metawrap_bin.4.fa	NA	NA	NA	NA	NA	3002539	NA	NA	16	private_VT34_metawrap_bin.4	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__	bacteria_other	VT34
private_VT38_metawrap_bin.1.fa	NA	NA	NA	NA	NA	3131595	NA	NA	6	private_VT38_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__	bacteria_other	VT38
private_X11_metawrap_bin.1.fa	NA	NA	NA	NA	NA	3409490	NA	NA	45	private_X11_metawrap_bin.1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Bryocella;s__	bacteria_other	X11
private_X11_metawrap_bin.2.fa	NA	NA	NA	NA	NA	2859277	NA	NA	21	private_X11_metawrap_bin.2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__;s__	bacteria_other	X11
private_X11_metawrap_bin.3.fa	NA	NA	NA	NA	NA	3675237	NA	NA	25	private_X11_metawrap_bin.3	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__;s__	bacteria_other	X11
private_X11_metawrap_bin.4.fa	NA	NA	NA	NA	NA	3086504	NA	NA	6	private_X11_metawrap_bin.4	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAIMSN01;s__	bacteria_other	X11
private_X15_metawrap_bin.1.fa	NA	NA	NA	NA	NA	6004157	NA	NA	6	private_X15_metawrap_bin.1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Tous-C9LFEB;s__	bacteria_other	X15
private_X15_metawrap_bin.2.fa	NA	NA	NA	NA	NA	5439809	NA	NA	14	private_X15_metawrap_bin.2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	bacteria_other	X15
private_X16_metawrap_bin.10.fa	NA	NA	NA	NA	NA	1045895	NA	NA	11	private_X16_metawrap_bin.10	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__;s__	bacteria_other	X16
private_X16_metawrap_bin.11.fa	NA	NA	NA	NA	NA	3322873	NA	NA	4	private_X16_metawrap_bin.11	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__Chthoniobacteraceae;g__;s__	bacteria_other	X16
private_X16_metawrap_bin.12.fa	NA	NA	NA	NA	NA	2697304	NA	NA	4	private_X16_metawrap_bin.12	d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Bdellovibrionaceae;g__UBA2316;s__	bacteria_other	X16
private_X16_metawrap_bin.13.fa	NA	NA	NA	NA	NA	3502779	NA	NA	10	private_X16_metawrap_bin.13	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__	bacteria_other	X16
private_X16_metawrap_bin.14.fa	NA	NA	NA	NA	NA	2665813	NA	NA	11	private_X16_metawrap_bin.14	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__;s__	bacteria_other	X16
private_X16_metawrap_bin.15.fa	NA	NA	NA	NA	NA	4937037	NA	NA	6	private_X16_metawrap_bin.15	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__Chthoniobacteraceae;g__;s__	bacteria_other	X16
private_X16_metawrap_bin.16.fa	NA	NA	NA	NA	NA	4904155	NA	NA	9	private_X16_metawrap_bin.16	d__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__Oligoflexales;f__Oligoflexaceae;g__Oligoflexus;s__	bacteria_other	X16
private_X16_metawrap_bin.17.fa	NA	NA	NA	NA	NA	3922685	NA	NA	10	private_X16_metawrap_bin.17	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__CAHJWL01;s__	bacteria_other	X16
private_X16_metawrap_bin.18.fa	NA	NA	NA	NA	NA	2966614	NA	NA	4	private_X16_metawrap_bin.18	d__Bacteria;p__Armatimonadota;c__Abditibacteria;o__Abditibacteriales;f__Abditibacteriaceae;g__Abditibacterium;s__	bacteria_other	X16
private_X16_metawrap_bin.19.fa	NA	NA	NA	NA	NA	2404186	NA	NA	6	private_X16_metawrap_bin.19	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Palsa-955;s__	bacteria_other	X16
private_X16_metawrap_bin.1.fa	NA	NA	NA	NA	NA	3075214	NA	NA	68	private_X16_metawrap_bin.1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__	bacteria_other	X16
private_X16_metawrap_bin.20.fa	NA	NA	NA	NA	NA	6753648	NA	NA	6	private_X16_metawrap_bin.20	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__;s__	bacteria_other	X16
private_X16_metawrap_bin.22.fa	NA	NA	NA	NA	NA	3551738	NA	NA	17	private_X16_metawrap_bin.22	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Palsa-955;s__	bacteria_other	X16
private_X16_metawrap_bin.23.fa	NA	NA	NA	NA	NA	3520954	NA	NA	13	private_X16_metawrap_bin.23	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__RP-AC37;f__Motilibacteraceae;g__;s__	bacteria_other	X16
private_X16_metawrap_bin.25.fa	NA	NA	NA	NA	NA	2867880	NA	NA	4	private_X16_metawrap_bin.25	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__;s__	bacteria_other	X16
private_X16_metawrap_bin.26.fa	NA	NA	NA	NA	NA	3490659	NA	NA	51	private_X16_metawrap_bin.26	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__;s__	bacteria_other	X16
private_X16_metawrap_bin.27.fa	NA	NA	NA	NA	NA	2299430	NA	NA	6	private_X16_metawrap_bin.27	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Palsa-955;s__	bacteria_other	X16
private_X16_metawrap_bin.29.fa	NA	NA	NA	NA	NA	3260617	NA	NA	39	private_X16_metawrap_bin.29	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhizobacter;s__	bacteria_other	X16
private_X16_metawrap_bin.2.fa	NA	NA	NA	NA	NA	3569941	NA	NA	5	private_X16_metawrap_bin.2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Lichenihabitans;s__	bacteria_other	X16
private_X16_metawrap_bin.30.fa	NA	NA	NA	NA	NA	3140419	NA	NA	10	private_X16_metawrap_bin.30	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__SCTD01;g__;s__	bacteria_other	X16
private_X16_metawrap_bin.31.fa	NA	NA	NA	NA	NA	3023946	NA	NA	9	private_X16_metawrap_bin.31	d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Bdellovibrionaceae;g__Pseudobdellovibrio;s__	bacteria_other	X16
private_X16_metawrap_bin.3.fa	NA	NA	NA	NA	NA	4841266	NA	NA	12	private_X16_metawrap_bin.3	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__;s__	bacteria_other	X16
private_X16_metawrap_bin.4.fa	NA	NA	NA	NA	NA	2254431	NA	NA	9	private_X16_metawrap_bin.4	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomicrobium;s__	bacteria_other	X16
private_X16_metawrap_bin.5.fa	NA	NA	NA	NA	NA	2563517	NA	NA	11	private_X16_metawrap_bin.5	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhizobacter;s__	bacteria_other	X16
private_X16_metawrap_bin.6.fa	NA	NA	NA	NA	NA	4053474	NA	NA	15	private_X16_metawrap_bin.6	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	bacteria_other	X16
