fasta	size	BUSCO_lineage	lineage	BAT_euk	median_cov	mag	bat_bacteria
public_SRR14721930_metawrap_bin.1.fa	5076208	NA	NA	NA	9	public_SRR14721930_metawrap_bin.1	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__;s__
public_SRR14721937_metawrap_bin.1.fa	4437831	NA	NA	NA	6	public_SRR14721937_metawrap_bin.1	d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__DTNP01;s__
public_SRR14721938_metawrap_bin.1.fa	5726536	NA	NA	NA	10	public_SRR14721938_metawrap_bin.1	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__QHXN01;s__
public_SRR14721939_metawrap_bin.1.fa	3804844	NA	NA	NA	7	public_SRR14721939_metawrap_bin.1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Tous-C9LFEB;s__
public_SRR14721941_metawrap_bin.1.fa	2767322	NA	NA	NA	10	public_SRR14721941_metawrap_bin.1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__
public_SRR14721941_metawrap_bin.2.fa	3280958	NA	NA	NA	13	public_SRR14721941_metawrap_bin.2	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Tous-C9LFEB;s__
public_SRR14721944_metawrap_bin.1.fa	238023	NA	NA	NA	12	public_SRR14721944_metawrap_bin.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Blattabacteriaceae;g__Uzinura;s__
public_SRR14721944_metawrap_bin.2.fa	2743065	NA	NA	NA	7	public_SRR14721944_metawrap_bin.2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__VCDI01;s__
public_SRR14721952_metawrap_bin.1.fa	3098390	NA	NA	NA	5	public_SRR14721952_metawrap_bin.1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Granulicella_C;s__
public_SRR14721954_metawrap_bin.1.fa	2104556	NA	NA	NA	6	public_SRR14721954_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__
public_SRR14721954_metawrap_bin.2.fa	1892872	NA	NA	NA	6	public_SRR14721954_metawrap_bin.2	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Amnibacterium;s__
public_SRR14721954_metawrap_bin.3.fa	5473292	NA	NA	NA	5	public_SRR14721954_metawrap_bin.3	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Spirosoma;s__
public_SRR14721954_metawrap_bin.4.fa	7566484	NA	NA	NA	32	public_SRR14721954_metawrap_bin.4	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nostoc;s__
public_SRR14721955_metawrap_bin.2.fa	4761463	NA	NA	NA	5	public_SRR14721955_metawrap_bin.2	d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__Dictyobacter;s__
public_SRR14721956_metawrap_bin.1.fa	4248881	NA	NA	NA	5	public_SRR14721956_metawrap_bin.1	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Kineosporiaceae;g__Kineosporia;s__
public_SRR14721957_metawrap_bin.1.fa	3935798	NA	NA	NA	13	public_SRR14721957_metawrap_bin.1	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Pseudonocardiaceae;g__Pseudonocardia;s__
public_SRR14721957_metawrap_bin.2.fa	4991469	NA	NA	NA	6	public_SRR14721957_metawrap_bin.2	d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__DTNP01;s__
public_SRR14721957_metawrap_bin.3.fa	5101947	NA	NA	NA	8	public_SRR14721957_metawrap_bin.3	d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__CF-113;s__
public_SRR14721957_metawrap_bin.4.fa	9085614	NA	NA	NA	46	public_SRR14721957_metawrap_bin.4	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__CAIVAU01;s__
public_SRR14721960_metawrap_bin.1.fa	6554862	NA	NA	NA	9	public_SRR14721960_metawrap_bin.1	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__JACDEG01;s__
public_SRR14721960_metawrap_bin.2.fa	3219042	NA	NA	NA	8	public_SRR14721960_metawrap_bin.2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas_I;s__
public_SRR14721962_metawrap_bin.1.fa	2235552	NA	NA	NA	6	public_SRR14721962_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__;s__
public_SRR14721962_metawrap_bin.2.fa	3166852	NA	NA	NA	6	public_SRR14721962_metawrap_bin.2	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__
public_SRR14721964_metawrap_bin.1.fa	3836498	NA	NA	NA	5	public_SRR14721964_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Lichenihabitans;s__
public_SRR14721964_metawrap_bin.2.fa	2819372	NA	NA	NA	21	public_SRR14721964_metawrap_bin.2	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__;s__
public_SRR14721966_metawrap_bin.1.fa	3464940	NA	NA	NA	48	public_SRR14721966_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__VCDI01;s__
public_SRR14721966_metawrap_bin.2.fa	2824418	NA	NA	NA	8	public_SRR14721966_metawrap_bin.2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__;s__
public_SRR14721966_metawrap_bin.3.fa	3167985	NA	NA	NA	9	public_SRR14721966_metawrap_bin.3	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__
public_SRR14721966_metawrap_bin.4.fa	2723484	NA	NA	NA	15	public_SRR14721966_metawrap_bin.4	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__;s__
public_SRR14721980_metawrap_bin.1.fa	2863536	NA	NA	NA	5	public_SRR14721980_metawrap_bin.1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__
public_SRR14721980_metawrap_bin.2.fa	6256032	NA	NA	NA	8	public_SRR14721980_metawrap_bin.2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__
public_SRR14721985_metawrap_bin.1.fa	4033697	NA	NA	NA	8	public_SRR14721985_metawrap_bin.1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__CAIQPK01;s__
public_SRR14721985_metawrap_bin.2.fa	3688266	NA	NA	NA	29	public_SRR14721985_metawrap_bin.2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAIMSN01;s__
public_SRR14721986_metawrap_bin.1.fa	2954040	NA	NA	NA	9	public_SRR14721986_metawrap_bin.1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__
public_SRR14721987_metawrap_bin.1.fa	5221228	NA	NA	NA	13	public_SRR14721987_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__
public_SRR14721996_metawrap_bin.1.fa	3972088	NA	NA	NA	7	public_SRR14721996_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__CAHJWH01;s__
public_SRR14721998_metawrap_bin.1.fa	2449156	NA	NA	NA	5	public_SRR14721998_metawrap_bin.1	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-465;s__
public_SRR14721999_metawrap_bin.1.fa	3446454	NA	NA	NA	5	public_SRR14721999_metawrap_bin.1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__
public_SRR14722007_metawrap_bin.1.fa	2351535	NA	NA	NA	4	public_SRR14722007_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__CAIOYC01;s__
public_SRR14722007_metawrap_bin.4.fa	2574793	NA	NA	NA	16	public_SRR14722007_metawrap_bin.4	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__CAHJWH01;s__
public_SRR14722022_metawrap_bin.1.fa	3186652	NA	NA	NA	7	public_SRR14722022_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__RH-AL1;s__
public_SRR14722039_metawrap_bin.1.fa	3377777	NA	NA	NA	6	public_SRR14722039_metawrap_bin.1	d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__Baltobacterales;f__Baltobacteraceae;g__;s__
public_SRR14722041_metawrap_bin.1.fa	2933783	NA	NA	NA	9	public_SRR14722041_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__LMUY01;s__
public_SRR14722041_metawrap_bin.2.fa	3164712	NA	NA	NA	18	public_SRR14722041_metawrap_bin.2	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Granulicella_B;s__
public_SRR14722041_metawrap_bin.3.fa	3590102	NA	NA	NA	11	public_SRR14722041_metawrap_bin.3	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Granulicella_B;s__
public_SRR14722042_metawrap_bin.1.fa	3751316	NA	NA	NA	8	public_SRR14722042_metawrap_bin.1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Granulicella_C;s__
public_SRR14722042_metawrap_bin.3.fa	3178674	NA	NA	NA	6	public_SRR14722042_metawrap_bin.3	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terriglobus;s__
public_SRR14722046_metawrap_bin.1.fa	2743310	NA	NA	NA	17	public_SRR14722046_metawrap_bin.1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__
public_SRR14722046_metawrap_bin.2.fa	2520481	NA	NA	NA	15	public_SRR14722046_metawrap_bin.2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__LMUY01;s__
public_SRR14722048_metawrap_bin.1.fa	3255296	NA	NA	NA	13	public_SRR14722048_metawrap_bin.1	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__;s__
public_SRR14722049_metawrap_bin.1.fa	3130033	NA	NA	NA	9	public_SRR14722049_metawrap_bin.1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__
public_SRR14722049_metawrap_bin.2.fa	3857996	NA	NA	NA	8	public_SRR14722049_metawrap_bin.2	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terriglobus;s__
public_SRR14722049_metawrap_bin.3.fa	3305764	NA	NA	NA	10	public_SRR14722049_metawrap_bin.3	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__;s__
public_SRR14722049_metawrap_bin.4.fa	4234662	NA	NA	NA	12	public_SRR14722049_metawrap_bin.4	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__
public_SRR14722050_metawrap_bin.1.fa	3928368	NA	NA	NA	36	public_SRR14722050_metawrap_bin.1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Tous-C9LFEB;s__
public_SRR14722050_metawrap_bin.2.fa	4172965	NA	NA	NA	73	public_SRR14722050_metawrap_bin.2	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__CAHJWL01;s__
public_SRR14722050_metawrap_bin.3.fa	4289433	NA	NA	NA	13	public_SRR14722050_metawrap_bin.3	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__;s__
public_SRR14722051_metawrap_bin.1.fa	2568578	NA	NA	NA	9	public_SRR14722051_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAIMSN01;s__
public_SRR14722051_metawrap_bin.2.fa	3005090	NA	NA	NA	9	public_SRR14722051_metawrap_bin.2	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__
public_SRR14722054_metawrap_bin.1.fa	4833812	NA	NA	NA	4	public_SRR14722054_metawrap_bin.1	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__UBA5704;s__
public_SRR14722058_metawrap_bin.1.fa	2955802	NA	NA	NA	6	public_SRR14722058_metawrap_bin.1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__
public_SRR14722058_metawrap_bin.2.fa	3164009	NA	NA	NA	5	public_SRR14722058_metawrap_bin.2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__
public_SRR14722061_metawrap_bin.1.fa	8618213	NA	NA	NA	8	public_SRR14722061_metawrap_bin.1	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Kineosporiaceae;g__Kineosporia;s__Kineosporia aurantiaca
public_SRR14722062_metawrap_bin.1.fa	2120252	NA	NA	NA	7	public_SRR14722062_metawrap_bin.1	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__CAJCIY01;g__CAJCIY01;s__
public_SRR14722066_metawrap_bin.1.fa	1976906	NA	NA	NA	9	public_SRR14722066_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__CAHJWT01;s__
public_SRR14722067_metawrap_bin.1.fa	3370518	NA	NA	NA	10	public_SRR14722067_metawrap_bin.1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__
public_SRR14722071_metawrap_bin.1.fa	3726750	NA	NA	NA	27	public_SRR14722071_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__;s__
public_SRR14722071_metawrap_bin.2.fa	2628225	NA	NA	NA	6	public_SRR14722071_metawrap_bin.2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__;s__
public_SRR14722071_metawrap_bin.3.fa	5383351	NA	NA	NA	5	public_SRR14722071_metawrap_bin.3	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptosporangiales;f__Streptosporangiaceae;g__Bog-532;s__
public_SRR14722071_metawrap_bin.4.fa	4303522	NA	NA	NA	18	public_SRR14722071_metawrap_bin.4	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__UBA5172;s__
public_SRR14722071_metawrap_bin.5.fa	3706606	NA	NA	NA	13	public_SRR14722071_metawrap_bin.5	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-465;s__
public_SRR14722078_metawrap_bin.1.fa	6575357	NA	NA	NA	12	public_SRR14722078_metawrap_bin.1	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptosporangiales;f__Streptosporangiaceae;g__Bog-532;s__
public_SRR14722078_metawrap_bin.2.fa	4282270	NA	NA	NA	4	public_SRR14722078_metawrap_bin.2	d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__Dictyobacter;s__
public_SRR14722078_metawrap_bin.4.fa	5795825	NA	NA	NA	17	public_SRR14722078_metawrap_bin.4	d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__DTNP01;s__
public_SRR14722078_metawrap_bin.6.fa	3687719	NA	NA	NA	7	public_SRR14722078_metawrap_bin.6	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Acidisphaera;s__
public_SRR14722081_metawrap_bin.1.fa	4016466	NA	NA	NA	5	public_SRR14722081_metawrap_bin.1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terriglobus;s__
public_SRR14722081_metawrap_bin.2.fa	2978694	NA	NA	NA	10	public_SRR14722081_metawrap_bin.2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__
public_SRR14722082_metawrap_bin.1.fa	3228739	NA	NA	NA	5	public_SRR14722082_metawrap_bin.1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Granulicella_B;s__
public_SRR14722082_metawrap_bin.2.fa	2908023	NA	NA	NA	5	public_SRR14722082_metawrap_bin.2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__;s__
public_SRR14722083_metawrap_bin.1.fa	2611310	NA	NA	NA	4	public_SRR14722083_metawrap_bin.1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__
public_SRR14722086_metawrap_bin.10.fa	2664005	NA	NA	NA	4	public_SRR14722086_metawrap_bin.10	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodomicrobiaceae;g__;s__
public_SRR14722086_metawrap_bin.11.fa	5434115	NA	NA	NA	12	public_SRR14722086_metawrap_bin.11	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__KBS-96;s__
public_SRR14722086_metawrap_bin.1.fa	4416334	NA	NA	NA	10	public_SRR14722086_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Rhodopila;s__
public_SRR14722086_metawrap_bin.2.fa	4409664	NA	NA	NA	14	public_SRR14722086_metawrap_bin.2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__
public_SRR14722086_metawrap_bin.3.fa	4864883	NA	NA	NA	12	public_SRR14722086_metawrap_bin.3	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Chroococcidiopsidaceae;g__;s__
public_SRR14722086_metawrap_bin.4.fa	6826803	NA	NA	NA	51	public_SRR14722086_metawrap_bin.4	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Chroococcidiopsidaceae;g__;s__
public_SRR14722086_metawrap_bin.5.fa	5995761	NA	NA	NA	7	public_SRR14722086_metawrap_bin.5	d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__Dictyobacter;s__
public_SRR14722086_metawrap_bin.6.fa	6028302	NA	NA	NA	24	public_SRR14722086_metawrap_bin.6	d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__;s__
public_SRR14722086_metawrap_bin.7.fa	8524580	NA	NA	NA	6	public_SRR14722086_metawrap_bin.7	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__CAIVAU01;s__
public_SRR14722086_metawrap_bin.8.fa	4642057	NA	NA	NA	12	public_SRR14722086_metawrap_bin.8	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__;s__
public_SRR14722087_metawrap_bin.1.fa	5292300	NA	NA	NA	19	public_SRR14722087_metawrap_bin.1	d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__DTNP01;s__
public_SRR14722087_metawrap_bin.3.fa	2940189	NA	NA	NA	4	public_SRR14722087_metawrap_bin.3	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__;s__
public_SRR14722087_metawrap_bin.4.fa	3647526	NA	NA	NA	4	public_SRR14722087_metawrap_bin.4	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__SBR1031;f__UBA2796;g__;s__
public_SRR14722088_metawrap_bin.1.fa	2785661	NA	NA	NA	7	public_SRR14722088_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__BOG-908;s__
public_SRR14722088_metawrap_bin.3.fa	2193406	NA	NA	NA	6	public_SRR14722088_metawrap_bin.3	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__;s__
public_SRR14722088_metawrap_bin.4.fa	3373116	NA	NA	NA	7	public_SRR14722088_metawrap_bin.4	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Tous-C9LFEB;s__
public_SRR14722088_metawrap_bin.5.fa	3703480	NA	NA	NA	10	public_SRR14722088_metawrap_bin.5	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terriglobus;s__
public_SRR14722088_metawrap_bin.6.fa	4014955	NA	NA	NA	4	public_SRR14722088_metawrap_bin.6	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__;s__
public_SRR14722090_metawrap_bin.2.fa	6089954	NA	NA	NA	13	public_SRR14722090_metawrap_bin.2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__
public_SRR14722090_metawrap_bin.3.fa	3328927	NA	NA	NA	9	public_SRR14722090_metawrap_bin.3	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Tous-C9LFEB;s__
public_SRR14722090_metawrap_bin.6.fa	5489151	NA	NA	NA	6	public_SRR14722090_metawrap_bin.6	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__;s__
public_SRR14722094_metawrap_bin.2.fa	2812202	NA	NA	NA	4	public_SRR14722094_metawrap_bin.2	d__Bacteria;p__Armatimonadota;c__Armatimonadia;o__Armatimonadales;f__Capsulimonadaceae;g__;s__
public_SRR14722095_metawrap_bin.1.fa	2768165	NA	NA	NA	24	public_SRR14722095_metawrap_bin.1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__
public_SRR14722095_metawrap_bin.2.fa	3830114	NA	NA	NA	11	public_SRR14722095_metawrap_bin.2	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terriglobus;s__
public_SRR14722095_metawrap_bin.3.fa	2684019	NA	NA	NA	9	public_SRR14722095_metawrap_bin.3	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__CAHJWL01;s__
public_SRR14722098_metawrap_bin.3.fa	4984413	NA	NA	NA	6	public_SRR14722098_metawrap_bin.3	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__;s__
public_SRR14722098_metawrap_bin.4.fa	5767967	NA	NA	NA	19	public_SRR14722098_metawrap_bin.4	d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__;s__
public_SRR14722101_metawrap_bin.1.fa	3514072	NA	NA	NA	6	public_SRR14722101_metawrap_bin.1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__
public_SRR14722101_metawrap_bin.2.fa	4669437	NA	NA	NA	4	public_SRR14722101_metawrap_bin.2	d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__DTNP01;s__
public_SRR14722101_metawrap_bin.3.fa	2684928	NA	NA	NA	5	public_SRR14722101_metawrap_bin.3	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__CAHJWH01;s__
public_SRR14722101_metawrap_bin.4.fa	2149068	NA	NA	NA	5	public_SRR14722101_metawrap_bin.4	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Acidocella;s__
public_SRR14722106_metawrap_bin.1.fa	2688115	NA	NA	NA	4	public_SRR14722106_metawrap_bin.1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__Bog-113;s__
public_SRR14722106_metawrap_bin.2.fa	2987098	NA	NA	NA	7	public_SRR14722106_metawrap_bin.2	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Granulicella_C;s__
public_SRR14722108_metawrap_bin.1.fa	4118588	NA	NA	NA	9	public_SRR14722108_metawrap_bin.1	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__CAHJWO01;s__
public_SRR14722112_metawrap_bin.1.fa	2751154	NA	NA	NA	7	public_SRR14722112_metawrap_bin.1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terriglobus;s__
