Genome	completeness	contamination	size	classification
public_SRR14722019_concoct_merged.0	89.47	1.13	32096469	ascomycota_odb10
public_SRR14722021_metabat2_bin.1	90.6	0.38	30718572	ascomycota_odb10
public_SRR14722022_concoct_bin.14	94.74	0	31204119	ascomycota_odb10
public_SRR14722023_metabat2_bin.5	93.98	0.38	33216096	ascomycota_odb10
public_SRR14722024_concoct_bin.3	86.47	0	24585898	ascomycota_odb10
public_SRR14722026_metabat2_bin.4	93.98	0	34279999	ascomycota_odb10
public_SRR14722028_metabat2_bin.1	89.1	0	30646640	ascomycota_odb10
public_SRR14722031_metabat2_bin.3	88.35	0	24548484	ascomycota_odb10
public_SRR14722032_metabat2_bin.2	98.12	0	31179552	ascomycota_odb10
public_SRR14722034_metabat2_bin.1	93.98	0	32646117	ascomycota_odb10
public_SRR14722036_metabat2_bin.1	92.86	0	32350195	ascomycota_odb10
public_SRR14722037_metabat2_bin.2	90.98	0	29315195	ascomycota_odb10
public_SRR14722038_metabat2_bin.1	95.86	0.38	33397459	ascomycota_odb10
public_SRR14722039_metabat2_bin.7	87.22	0	23178609	ascomycota_odb10
public_SRR14722041_metabat2_bin.10	92.48	0.75	26702899	ascomycota_odb10
public_SRR14722042_metabat2_bin.4	65.96	2.13	23631243	chlorophyta_odb10
public_SRR14722042_metabat2_bin.6	87.22	0	23754413	ascomycota_odb10
public_SRR14722043_metabat2_bin.3	58.65	0.75	22757456	ascomycota_odb10
public_SRR14722046_concoct_bin.7	92.48	0	27286209	ascomycota_odb10
public_SRR14722047_metabat2_bin.3	87.22	0.38	28440486	ascomycota_odb10
public_SRR14722049_concoct_bin.8	87.59	0.38	28605651	ascomycota_odb10
public_SRR14722050_metabat2_bin.2	86.09	0	22900309	ascomycota_odb10
public_SRR14722051_metabat2_bin.4	93.98	0	25666973	ascomycota_odb10
public_SRR14722054_metabat2_bin.5	86.84	0	29545193	ascomycota_odb10
public_SRR14722058_metabat2_bin.4	83.83	0.38	21476704	ascomycota_odb10
public_SRR14722061_metabat2_bin.1	91.35	0	28894720	ascomycota_odb10
public_SRR14722062_metabat2_bin.2	91.35	0.38	27199670	ascomycota_odb10
public_SRR14722063_concoct_bin.10	89.47	0	31589493	ascomycota_odb10
public_SRR14722064_metabat2_bin.6	88.72	0	28137239	ascomycota_odb10
public_SRR14722065_metabat2_bin.6	90.23	0	24531407	ascomycota_odb10
public_SRR14722066_metabat2_bin.7	86.09	0.38	23681804	ascomycota_odb10
public_SRR14722067_metabat2_bin.8	78.95	0.38	33073044	ascomycota_odb10
public_SRR14722072_concoct_merged.0	87.59	0.38	23918369	ascomycota_odb10
public_SRR14722078_concoct_bin.17	96.99	0	29286468	
public_SRR14722080_concoct_merged.0	74.81	0.75	18398308	ascomycota_odb10
public_SRR14722080_metabat2_bin.1	84.59	0	24278505	ascomycota_odb10
public_SRR14722083_concoct_bin.1	83.83	0	24386104	chaetothyriales_odb10
public_SRR14722084_metabat2_bin.3	92.48	0.38	30286100	ascomycota_odb10
public_SRR14722085_metabat2_bin.6	92.48	0.38	27482044	ascomycota_odb10
public_SRR14722086_metabat2_bin.14	99.62	0	20387402	ascomycota_odb10
public_SRR14722088_concoct_bin.14	93.98	0	29419212	ascomycota_odb10
public_SRR14722090_metabat2_bin.14	90.98	0.38	20639300	ascomycota_odb10
public_SRR14722092_concoct_merged.0	83.46	0	22014185	ascomycota_odb10
public_SRR14722094_metabat2_bin.10	92.86	0.38	30521473	ascomycota_odb10
public_SRR14722095_metabat2_bin.7	84.59	0.38	20302860	ascomycota_odb10
public_SRR14722098_metabat2_bin.9	76.69	0.75	18354405	ascomycota_odb10
public_SRR14722099_metabat2_bin.1	86.09	0.38	27164441	ascomycota_odb10
public_SRR14722101_metabat2_bin.2	90.98	0.38	26448327	ascomycota_odb10
public_SRR14722103_metabat2_bin.2	90.23	0	30103970	ascomycota_odb10
public_SRR14722106_metabat2_bin.2	93.23	0	34593352	ascomycota_odb10
public_SRR14722109_metabat2_bin.1	96.62	0.38	31879348	ascomycota_odb10
public_SRR14722112_metabat2_bin.8	95.49	0	30295613	ascomycota_odb10
public_SRR14722113_metabat2_bin.5	94.74	0.38	28726273	ascomycota_odb10
public_SRR14722115_concoct_bin.3	94.36	0	32421814	ascomycota_odb10
public_SRR14722116_metabat2_bin.14	95.11	0	33224986	ascomycota_odb10
public_SRR14722116_metabat2_bin.5	70.6	1.4	48859335	chlorophyta_odb10
public_SRR14722117_metabat2_bin.4	94.74	0.38	28185128	ascomycota_odb10
public_SRR14722118_metabat2_bin.5	91.73	0	30836631	ascomycota_odb10
public_SRR14722119_metabat2_bin.2	89.47	0.38	26086763	ascomycota_odb10
public_SRR14722120_metabat2_bin.1	93.98	0	33370561	ascomycota_odb10
public_SRR14722120_metabat2_bin.4	56.2	1	41796735	chlorophyta_odb10
public_SRR14722121_metabat2_bin.4	83.83	0	24586490	ascomycota_odb10
public_SRR14722123_concoct_merged.0	89.85	0.75	20570369	ascomycota_odb10
public_SRR14722124_metabat2_bin.8	90.98	0	32856029	ascomycota_odb10
public_SRR14722125_metabat2_bin.9	90.23	0.38	18294553	ascomycota_odb10
public_SRR14722128_metabat2_bin.9	93.98	0	30069223	ascomycota_odb10
public_SRR14722129_metabat2_bin.3	95.49	0	31560669	ascomycota_odb10
public_SRR14722130_metabat2_bin.11	89.1	0	20107954	ascomycota_odb10
public_SRR14722130_metabat2_bin.9	93.23	1.5	32160092	ascomycota_odb10
public_SRR14722132_metabat2_bin.8	86.84	0	30311807	ascomycota_odb10
public_SRR14722133_metabat2_bin.2	93.61	0	29167719	ascomycota_odb10
public_SRR14722135_concoct_merged.1	89.1	0	24805116	ascomycota_odb10
public_SRR14722135_metabat2_bin.5	78.72	0	38402819	chlorophyta_odb10
public_SRR14722135_metabat2_bin.8	78.2	1.88	20236142	eurotiomycetes_odb10
public_SRR14722136_concoct_merged.0	86.47	0.38	33799500	ascomycota_odb10
public_SRR14722139_metabat2_bin.5	93.61	0	32197247	ascomycota_odb10
public_SRR14722140_metabat2_bin.5	90.98	0	27939376	ascomycota_odb10
public_SRR14722141_concoct_bin.2	93.98	0	31686946	ascomycota_odb10
public_SRR14722143_metabat2_bin.4	92.11	0	21986266	ascomycota_odb10
public_SRR14722144_metabat2_bin.3	92.48	0	29976469	ascomycota_odb10
public_SRR14722145_metabat2_bin.10	89.1	0.38	22421455	ascomycota_odb10
public_SRR14722147_concoct_bin.2	96.24	0	26714181	ascomycota_odb10
public_SRR14722147_metabat2_bin.1	56.39	0.38	15387725	eukaryota_odb10
public_SRR14722150_concoct_bin.35	94.36	0	28948497	ascomycota_odb10
public_SRR14722151_metabat2_bin.3	90.23	0	30252234	ascomycota_odb10
public_SRR14722152_metabat2_bin.2	65.96	0	28683311	chlorophyta_odb10
public_SRR14722154_concoct_bin.10	64.29	1.13	15975792	ascomycota_odb10
public_SRR14722154_metabat2_bin.3	92.48	0	26584174	ascomycota_odb10
public_SRR14722157_metabat2_bin.4	90.23	0	27451878	ascomycota_odb10
public_SRR14722158_metabat2_bin.9	94.74	0	27538851	ascomycota_odb10
public_SRR14722159_metabat2_bin.7	89.47	1.13	21252951	ascomycota_odb10
public_SRR14722160_concoct_bin.3	98.12	0.38	28693197	ascomycota_odb10
public_SRR14722161_metabat2_bin.6	94.36	0	27204928	ascomycota_odb10
public_SRR14722163_concoct_bin.11	85.71	0	26201316	ascomycota_odb10
public_SRR14722164_metabat2_bin.2	86.47	0.38	24197754	ascomycota_odb10
public_SRR14722165_concoct_bin.24	99.25	0	23394055	eurotiomycetes_odb10
public_SRR14722165_concoct_bin.25	92.86	0	28485352	ascomycota_odb10
public_SRR14722165_metabat2_bin.16	65.79	0	16287341	ascomycota_odb10
public_SRR14722166_concoct_bin.2	92.86	0.38	32383939	ascomycota_odb10
public_SRR14722167_metabat2_bin.4	93.23	0	28251889	ascomycota_odb10
public_SRR14722168_metabat2_bin.6	92.11	0	32739534	ascomycota_odb10
public_SRR14722169_metabat2_bin.6	93.23	0	30569428	ascomycota_odb10
public_SRR14722173_concoct_merged.0	93.98	0	33504405	ascomycota_odb10
public_SRR14722174_metabat2_bin.2	90.98	0	31984326	ascomycota_odb10
public_SRR14722176_concoct_bin.30	70.68	0.38	19199543	eurotiomycetes_odb10
public_SRR14722176_metabat2_bin.14	96.62	0.38	23205678	ascomycota_odb10
public_SRR14722177_concoct_bin.11	95.86	0.38	24200494	ascomycota_odb10
public_SRR14722177_concoct_merged.0	72.56	0.75	27302582	capnodiales_odb10
public_SRR14722177_metabat2_bin.9	65.96	0	36559424	chlorophyta_odb10
public_SRR14722181_concoct_bin.15	98.12	0	24594840	ascomycota_odb10
public_SRR14722181_concoct_bin.9	90.23	0	23253195	ascomycota_odb10
public_SRR14722184_concoct_bin.5	90.98	1.13	30897180	ascomycota_odb10
public_SRR14722185_metabat2_bin.2	96.24	0.38	26056273	ascomycota_odb10
public_SRR14722188_concoct_bin.30	97.87	0	45054228	chlorophyta_odb10
public_SRR14722188_metabat2_bin.25	91.73	0	24893827	ascomycota_odb10
public_SRR14722188_metabat2_bin.28	54.14	0	9566273	ascomycota_odb10
public_SRR14722197_metabat2_bin.3	87.59	0	24423375	ascomycota_odb10
public_SRR14722202_metabat2_bin.2	91.35	0.38	24837606	ascomycota_odb10
public_SRR14722208_metabat2_bin.1	92.86	0	31111827	ascomycota_odb10
public_SRR14722210_metabat2_bin.3	93.61	0.38	25182958	ascomycota_odb10
public_SRR14722213_concoct_bin.9	80.08	0	19589290	ascomycota_odb10
public_SRR14722213_metabat2_bin.1	67.67	0	24186479	capnodiales_odb10
public_SRR14722219_metabat2_bin.6	92.11	0	28305125	ascomycota_odb10
public_SRR14722222_metabat2_bin.6	96.99	0.38	29161940	eurotiomycetes_odb10
public_SRR14722229_concoct_bin.24	95.86	0	25156133	ascomycota_odb10
public_SRR14722230_metabat2_bin.7	85.71	0	20537062	ascomycota_odb10
public_SRR14722231_metabat2_bin.5	94.74	0	25103968	ascomycota_odb10
public_SRR14722232_concoct_bin.14	90.6	0	23206127	ascomycota_odb10
public_SRR14722233_metabat2_bin.15	96.24	0.38	24194649	dothideomycetes_odb10
public_SRR14722251_metabat2_bin.1	90.6	1.5	23335315	ascomycota_odb10
public_SRR14722272_metabat2_bin.6	93.98	0.38	29305370	ascomycota_odb10
public_SRR14722274_metabat2_bin.2	93.23	0	22070204	ascomycota_odb10
public_SRR14722278_concoct_bin.6	90.6	0	28696751	ascomycota_odb10
public_SRR14722279_metabat2_bin.4	97.37	0.38	27033343	ascomycota_odb10
public_SRR14722280_metabat2_bin.4	97.74	0.38	28541616	dothideomycetes_odb10
public_SRR14722281_metabat2_bin.1	95.86	0.38	27227520	ascomycota_odb10
public_SRR14722288_metabat2_bin.3	95.49	0	31578379	ascomycota_odb10
public_SRR14722289_concoct_bin.0	92.86	0	32608811	ascomycota_odb10
public_SRR14722290_metabat2_bin.4	90.23	0	28614552	ascomycota_odb10
public_SRR14722292_metabat2_bin.5	93.61	0	29337773	ascomycota_odb10
public_SRR14722293_concoct_bin.15	93.98	0	27256336	ascomycota_odb10
public_SRR14722294_metabat2_bin.7	94.36	0	29218708	ascomycota_odb10
public_SRR14722299_metabat2_bin.9	93.61	0.38	29905000	ascomycota_odb10
public_SRR14722301_metabat2_bin.5	92.48	0	26693721	ascomycota_odb10
public_SRR14722302_concoct_merged.0	90.98	0.38	29999525	ascomycota_odb10
public_SRR14722304_metabat2_bin.6	91.35	0	28412263	ascomycota_odb10
public_SRR14722305_metabat2_bin.2	92.86	0	30013823	ascomycota_odb10
public_SRR14722307_metabat2_bin.5	87.97	0.75	21218329	ascomycota_odb10
public_SRR14722308_metabat2_bin.6	90.98	0.38	24619376	eurotiomycetes_odb10
public_SRR14722309_metabat2_bin.1	94.74	0.38	28003477	
public_SRR14722310_metabat2_bin.3	91.73	0	31840281	ascomycota_odb10
public_SRR14722312_concoct_bin.10	92.48	0	22566314	ascomycota_odb10
public_SRR14722313_metabat2_bin.4	83.46	0	28706674	ascomycota_odb10
public_SRR14722316_metabat2_bin.4	92.86	0	29735595	ascomycota_odb10
public_SRR14722318_metabat2_bin.2	94.74	0.38	22746770	ascomycota_odb10
public_SRR14722319_metabat2_bin.1	90.98	0	28393906	ascomycota_odb10
public_SRR14722323_concoct_merged.0	81.58	0.38	29408163	ascomycota_odb10
public_SRR14722325_metabat2_bin.1	89.85	0.38	30316057	ascomycota_odb10
public_SRR14722327_concoct_bin.11	92.48	0	20183082	ascomycota_odb10
public_SRR14722330_concoct_merged.0	84.59	0.38	34269597	ascomycota_odb10
public_SRR1531517_concoct_bin.16	98.87	0	33745127	ascomycota_odb10
public_SRR1531545_concoct_bin.10	94.74	0	29584455	ascomycota_odb10
public_SRR1531569_concoct_bin.26	97.37	0.38	22991615	ascomycota_odb10
public_SRR1532736_concoct_bin.13	84.96	1.5	24935311	ascomycota_odb10
public_SRR1532736_concoct_bin.20	56	1.2	35234345	chlorophyta_odb10
public_SRR2387885_metabat2_bin.15	93.23	1.13	23971264	ascomycota_odb10
public_SRR2387885_metabat2_bin.2	93.4	1	52878094	chlorophyta_odb10
public_SRR5808930_metabat2_bin.9	99.25	0	36310671	ascomycota_odb10
public_SRR5808932_concoct_bin.35	96.99	0	29971438	ascomycota_odb10
public_SRR5808932_metabat2_bin.2	87	3.2	53955646	chlorophyta_odb10
public_SRR7232211_concoct_bin.3	97.37	0	32307886	ascomycota_odb10
public_SRR7232211_concoct_bin.8	94.6	4	58668785	chlorophyta_odb10
public_SRR7232212_concoct_bin.0	86.4	3.8	55496273	chlorophyta_odb10
public_SRR7232212_concoct_bin.12	77.83	0.87	16983982	basidiomycota_odb10
public_SRR7232213_concoct_bin.0	88.4	3.8	55330623	chlorophyta_odb10
public_SRR7232214_concoct_bin.7	80	0	18330858	tremellomycetes_odb10
public_SRR7232214_concoct_bin.9	89.4	4.6	55709528	chlorophyta_odb10
